delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_hrs,is_late
DL00854,O00954,D099,V055,H04,14/07/24 03:27,14/07/24 08:39,Delayed,7.05,0,1,3.2,11.41,5.2,1
DL00855,O00409,D154,V076,H08,08/01/25 12:04,09/01/25 09:15,Delayed,7.29,0,0,3.36,13.69,21.18,1
DL00856,O00223,D087,V083,H03,10/08/25 18:09,10/08/25 20:02,OnTime,4.19,3,0,3.82,7.91,1.88,0
DL00857,O00292,D050,V045,H05,29/10/25 18:17,30/10/25 10:11,Delayed,11.07,2,0,2.72,10.06,15.9,1
DL00858,O01075,D099,V007,H08,26/06/24 10:08,26/06/24 09:44,OnTime,9.72,1,0,4.34,16.21,0.0,0
DL00859,O00512,D164,V052,H05,21/09/24 11:04,21/09/24 23:34,Delayed,24.2,0,1,5.0,13.25,12.5,1
DL00860,O00280,D026,V027,H07,21/09/25 00:35,21/09/25 13:59,OnTime,10.9,0,0,4.76,14.97,13.4,1
DL00861,O00381,D056,V094,H05,29/11/24 00:04,29/11/24 21:39,OnTime,18.99,0,0,4.91,16.77,21.58,0
DL00862,O00031,D165,V037,H01,25/10/24 04:57,26/10/24 09:32,OnTime,8.4,1,0,1.41,9.28,28.58,1
DL00863,O00597,D044,V030,H01,09/01/25 13:40,09/01/25 20:09,OnTime,16.47,2,0,3.51,14.48,6.48,1
DL00864,O00818,D135,V076,H06,27/10/25 16:02,27/10/25 17:01,OnTime,11.68,0,0,3.14,18.27,0.98,0
DL00865,O00338,D148,V042,H01,26/12/24 06:10,26/12/24 11:25,OnTime,7.72,0,0,3.6,16.7,5.25,0
DL00866,O00969,D096,V041,H02,14/10/24 22:32,14/10/24 23:02,OnTime,5.1,0,0,5.0,15.22,0.5,0
DL00867,O01117,D089,V079,H02,20/06/25 01:47,20/06/25 03:09,OnTime,23.28,4,0,3.45,11.6,1.37,0
DL00868,O00452,D104,V100,H04,27/11/25 11:55,28/11/25 00:09,OnTime,6.57,1,0,3.69,18.09,12.23,1
DL00869,O00038,D118,V119,H05,06/10/25 20:46,06/10/25 21:44,OnTime,9.15,2,0,5.0,10.32,0.97,0
DL00870,O00650,D078,V110,H03,30/09/25 12:39,30/09/25 14:21,OnTime,24.94,2,0,3.8,14.11,1.7,0
DL00871,O00715,D037,V047,H01,17/06/25 16:20,17/06/25 21:03,OnTime,9.43,0,0,4.03,16.6,4.72,0
DL00872,O00144,D120,V001,H03,03/11/25 22:12,04/11/25 05:41,Delayed,15.53,1,0,3.54,11.71,7.48,1
DL00873,O00401,D049,V107,H07,22/06/24 12:48,23/06/24 10:19,OnTime,10.68,0,0,3.77,10.34,21.52,0
DL00874,O01012,D006,V088,H02,08/03/25 05:38,08/03/25 16:05,Delayed,10.15,0,1,2.81,12.54,10.45,1
DL00875,O00189,D018,V052,H06,22/11/25 08:49,22/11/25 15:14,OnTime,11.7,0,0,4.44,11.84,6.42,1
DL00876,O00609,D161,V035,H04,15/09/24 07:47,15/09/24 19:49,OnTime,5.01,0,0,4.72,14.22,12.03,1
DL00877,O01193,D061,V087,H04,18/04/25 00:35,18/04/25 07:54,OnTime,4.93,0,0,4.08,10.71,7.32,1
DL00878,O00629,D164,V016,H06,04/10/24 07:36,04/10/24 09:57,OnTime,5.77,0,0,4.7,10.43,2.35,0
DL00879,O00139,D033,V013,H02,15/09/25 19:42,16/09/25 03:58,Delayed,9.42,1,1,3.94,10.97,8.27,1
DL00880,O00273,D047,V098,H04,28/02/25 02:41,01/03/25 01:58,OnTime,7.39,0,0,4.49,9.91,23.28,0
DL00881,O00632,D127,V032,H01,09/08/24 22:03,10/08/24 04:52,Delayed,12.77,5,1,3.32,11.86,6.82,1
DL00882,O01151,D039,V036,H03,26/06/24 13:58,27/06/24 02:26,OnTime,3.86,0,0,4.76,7.4,12.47,1
DL00883,O00917,D101,V077,H02,07/04/24 15:38,08/04/24 07:05,Delayed,11.42,0,1,2.31,14.58,15.45,1
DL00884,O00407,D056,V105,H01,23/02/25 07:26,23/02/25 18:31,OnTime,12.58,1,0,4.81,14.99,11.08,0
DL00885,O00675,D126,V073,H06,19/02/24 20:14,20/02/24 19:38,OnTime,15.92,0,0,4.37,16.87,23.4,0
DL00886,O00968,D050,V094,H02,21/11/24 05:45,21/11/24 17:49,Delayed,1.2,2,0,3.45,10.2,12.07,1
DL00887,O00577,D155,V097,H02,09/06/25 23:14,10/06/25 01:19,OnTime,29.9,0,0,4.18,18.94,2.08,1
DL00888,O01129,D055,V027,H07,23/03/25 16:39,24/03/25 16:16,OnTime,11.78,2,0,3.61,7.64,23.62,1
DL00889,O01172,D105,V002,H08,17/09/24 20:42,18/09/24 08:31,OnTime,7.09,0,1,4.37,11.81,11.82,1
DL00890,O00384,D103,V020,H03,01/01/24 16:28,02/01/24 02:33,Delayed,9.61,0,0,3.51,9.44,10.08,1
DL00891,O00963,D013,V077,H07,06/06/25 13:03,07/06/25 11:56,OnTime,9.94,0,0,4.61,14.44,22.88,0
DL00892,O00392,D163,V115,H07,24/11/25 12:15,24/11/25 14:18,OnTime,9.31,1,0,4.42,14.7,2.05,0
DL00893,O00981,D062,V023,H05,11/01/25 23:09,13/01/25 08:12,Delayed,25.18,1,0,4.52,10.11,33.05,1
DL00894,O00724,D094,V120,H06,18/11/25 10:15,18/11/25 22:57,Delayed,25.57,0,0,2.58,20.64,12.7,1
DL00895,O01157,D068,V023,H07,08/07/24 22:06,08/07/24 20:56,OnTime,17.68,1,0,4.43,9.26,0.0,0
DL00896,O00177,D042,V023,H06,25/12/25 05:07,25/12/25 09:26,OnTime,11.26,1,0,4.39,12.49,4.32,0
DL00897,O00672,D084,V043,H07,04/01/25 00:01,04/01/25 23:54,OnTime,33.64,2,0,4.06,29.43,23.88,0
DL00898,O00283,D088,V047,H07,26/05/24 17:54,27/05/24 03:34,Delayed,10.44,3,0,3.85,17.21,9.67,1
DL00899,O00549,D129,V040,H08,14/08/25 11:47,14/08/25 19:36,OnTime,5.78,2,0,3.72,9.14,7.82,1
DL00900,O00199,D039,V053,H07,02/10/24 14:11,03/10/24 02:06,OnTime,12.4,0,0,5.0,8.44,11.92,0
DL00901,O00730,D099,V067,H05,19/09/25 11:31,19/09/25 09:28,OnTime,13.94,1,0,3.7,13.05,0.0,0
DL00902,O00018,D015,V047,H06,08/03/24 23:03,09/03/24 02:59,OnTime,17.27,0,0,5.0,12.37,3.93,0
DL00903,O00130,D130,V051,H03,11/01/24 00:41,11/01/24 03:13,OnTime,19.22,4,0,3.42,14.82,2.53,0
DL00904,O01102,D160,V112,H04,19/08/25 06:18,19/08/25 09:41,OnTime,32.81,0,0,4.79,16.84,3.38,0
DL00905,O01020,D028,V013,H04,23/10/24 02:30,23/10/24 11:04,Delayed,30.71,1,0,3.81,18.26,8.57,1
DL00906,O01229,D168,V110,H08,27/05/25 01:11,27/05/25 09:44,OnTime,18.6,1,1,2.35,16.73,8.55,1
DL00907,O00884,D096,V103,H08,17/04/24 02:46,17/04/24 08:08,OnTime,3.96,0,0,3.59,16.11,5.37,0
DL00908,O00145,D088,V042,H03,02/11/24 11:50,02/11/24 21:56,OnTime,10.05,1,0,5.0,14.53,10.1,0
DL00909,O01204,D033,V001,H02,13/08/25 17:56,13/08/25 20:26,Delayed,10.35,2,0,2.77,8.9,2.5,1
DL00910,O01002,D071,V005,H04,14/06/24 09:09,14/06/24 22:29,Delayed,26.61,1,0,4.05,16.25,13.33,1
DL00911,O00806,D004,V119,H01,17/04/25 16:52,18/04/25 01:40,OnTime,13.69,0,0,4.33,14.98,8.8,0
DL00912,O00355,D011,V095,H02,11/10/25 00:12,11/10/25 15:59,Delayed,21.47,2,0,3.69,9.33,15.78,1
DL00913,O00239,D096,V081,H04,18/05/24 06:34,18/05/24 12:24,OnTime,12.6,1,0,3.49,15.18,5.83,1
DL00914,O00270,D157,V006,H05,26/10/25 17:01,26/10/25 17:58,OnTime,10.96,0,0,4.41,15.03,0.95,0
DL00915,O00873,D004,V047,H03,28/11/24 13:17,28/11/24 17:51,OnTime,9.84,0,0,3.99,16.74,4.57,0
DL00916,O01100,D036,V049,H03,01/08/25 15:41,01/08/25 15:52,OnTime,22.62,1,0,4.95,17.14,0.18,0
DL00917,O00700,D077,V102,H05,13/01/24 04:19,13/01/24 07:59,OnTime,12.76,0,0,4.06,9.47,3.67,0
DL00918,O00645,D097,V086,H08,26/12/24 21:17,27/12/24 04:43,OnTime,10.63,1,0,4.21,10.43,7.43,1
DL00919,O00763,D139,V097,H04,26/12/25 20:25,26/12/25 23:44,OnTime,5.38,2,0,5.0,10.53,3.32,0
DL00920,O00686,D133,V034,H03,05/01/25 15:05,06/01/25 12:10,OnTime,5.08,1,1,3.09,4.15,21.08,1
DL00921,O00332,D063,V108,H08,04/01/25 02:49,05/01/25 01:59,OnTime,6.36,0,0,2.34,9.47,23.17,1
DL00922,O00399,D112,V090,H07,08/03/24 19:10,08/03/24 22:43,Delayed,12.65,5,1,3.39,14.07,3.55,0
DL00923,O00047,D071,V012,H03,28/11/25 04:59,28/11/25 05:50,OnTime,19.03,0,0,4.7,16.28,0.85,0
DL00924,O00717,D155,V027,H01,12/12/24 23:23,13/12/24 02:04,OnTime,15.39,0,0,4.6,15.3,2.68,0
DL00925,O00003,D041,V100,H02,02/09/25 16:59,03/09/25 01:50,Delayed,13.04,2,0,3.7,13.16,8.85,1
DL00926,O00574,D031,V046,H03,03/05/24 03:01,03/05/24 07:58,OnTime,14.82,2,0,4.64,15.12,4.95,0
DL00927,O00335,D152,V077,H01,26/01/24 03:48,27/01/24 03:24,OnTime,5.36,0,0,5.0,13.63,23.6,0
DL00928,O00100,D023,V101,H05,30/10/25 22:51,31/10/25 19:39,OnTime,12.72,0,1,3.15,21.6,20.8,1
DL00929,O00935,D033,V090,H05,14/09/24 12:29,15/09/24 02:01,OnTime,15.41,0,0,4.51,15.11,13.53,1
DL00930,O00586,D016,V022,H07,31/03/24 08:04,31/03/24 20:40,OnTime,9.03,0,0,0.0,9.23,12.6,1
DL00931,O01171,D006,V062,H08,18/12/24 03:47,18/12/24 21:24,OnTime,16.08,1,0,2.2,13.75,17.62,1
DL00932,O01225,D080,V082,H04,27/12/25 03:21,28/12/25 02:38,OnTime,8.94,0,0,3.18,11.22,23.28,0
DL00933,O01133,D032,V009,H02,23/12/25 12:04,24/12/25 12:43,OnTime,12.66,1,0,3.83,14.09,24.65,1
DL00934,O00775,D071,V080,H02,05/03/24 11:50,05/03/24 23:29,OnTime,20.86,0,0,4.35,10.59,11.65,0
DL00935,O00211,D107,V012,H08,14/02/24 07:33,14/02/24 20:00,OnTime,32.42,4,0,3.9,14.69,12.45,1
DL00936,O00372,D087,V098,H03,29/01/25 15:05,29/01/25 14:49,OnTime,5.84,2,0,4.74,11.21,0.0,0
DL00937,O00001,D047,V090,H01,20/08/24 16:29,20/08/24 18:52,OnTime,26.65,2,0,4.29,15.82,2.38,0
DL00938,O01246,D132,V109,H03,04/04/24 03:20,04/04/24 10:45,OnTime,36.94,0,0,2.58,20.16,7.42,1
DL00939,O00417,D007,V076,H01,10/01/25 17:25,10/01/25 21:08,OnTime,1.2,0,0,4.17,11.3,3.72,0
DL00940,O00565,D133,V066,H04,01/07/25 17:56,01/07/25 23:29,Delayed,16.19,1,0,2.58,7.05,5.55,1
DL00941,O00592,D125,V044,H03,06/05/25 03:42,06/05/25 06:05,OnTime,13.31,1,0,3.8,13.15,2.38,1
DL00942,O01112,D013,V027,H04,24/09/24 04:28,24/09/24 12:36,OnTime,12.99,1,0,4.06,16.82,8.13,1
DL00943,O00967,D087,V082,H01,17/03/24 17:18,17/03/24 22:14,OnTime,5.06,2,0,4.57,8.9,4.93,0
DL00944,O00336,D009,V067,H06,10/01/24 06:09,10/01/24 10:20,OnTime,16.01,2,0,4.04,12.32,4.18,0
DL00945,O00197,D075,V074,H03,24/01/25 05:04,24/01/25 07:26,OnTime,8.74,1,0,4.39,12.97,2.37,1
DL00946,O00982,D069,V058,H04,28/10/25 08:18,28/10/25 07:56,OnTime,10.68,1,0,4.62,19.6,0.0,0
DL00947,O01082,D129,V019,H04,25/10/24 15:52,26/10/24 13:23,OnTime,10.8,0,0,4.13,11.79,21.52,0
DL00948,O00863,D155,V111,H07,17/09/25 19:05,18/09/25 04:28,OnTime,11.02,0,0,4.82,9.38,9.38,0
DL00949,O01106,D060,V005,H02,28/02/24 01:58,28/02/24 10:58,OnTime,11.36,0,0,4.05,20.13,9.0,0
DL00950,O00744,D024,V014,H02,23/04/25 05:31,23/04/25 09:48,OnTime,15.82,0,0,3.8,16.73,4.28,0
