order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
O01034,C0032,BUSINESS,20/06/25 08:43,24,EAST,SOUTH,MEDIUM,9.2,WEB,0
O01035,C0508,BUSINESS,16/03/24 22:47,6,EAST,RIVERSIDE,LOW,54.57,APP,0
O01036,C0647,MEDICAL,28/02/24 19:43,4,CENTRAL,NORTH,LOW,66.82,APP,1
O01037,C0226,PASSENGER,28/04/25 06:43,6,SOUTH,NORTH,HIGH,55.58,WEB,0
O01038,C0141,BUSINESS,12/01/24 00:28,6,WEST,SOUTH,CRITICAL,20.72,PHONE,0
O01039,C0171,PASSENGER,05/01/25 10:43,6,WEST,RIVERSIDE,LOW,84.17,APP,1
O01040,C0290,PASSENGER,27/12/25 20:56,4,AIRPORT,CENTRAL,MEDIUM,59.93,WEB,1
O01041,C0551,PASSENGER,07/03/24 14:20,4,SOUTH,WEST,MEDIUM,41.43,APP,0
O01042,C0571,PASSENGER,26/08/24 13:05,12,AIRPORT,EAST,LOW,54.55,PHONE,0
O01043,C0371,RETAIL,31/07/24 17:26,12,CENTRAL,RIVERSIDE,MEDIUM,93.72,PHONE,1
O01044,C0190,RETAIL,14/02/25 04:57,12,AIRPORT,RIVERSIDE,LOW,70.39,APP,1
O01045,C0506,PARCEL,26/08/24 11:47,1,CENTRAL,AIRPORT,HIGH,53.78,WEB,1
O01046,C0591,RETAIL,26/12/25 11:24,24,SOUTH,EAST,HIGH,169.64,PHONE,0
O01047,C0121,PARCEL,11/10/25 15:49,4,WEST,RIVERSIDE,HIGH,32.59,PHONE,0
O01048,C0458,MEDICAL,01/08/25 04:14,12,AIRPORT,AIRPORT,MEDIUM,160.1,PHONE,1
O01049,C0527,RETAIL,17/10/25 06:56,12,WEST,WEST,MEDIUM,69.8,APP,0
O01050,C0363,PASSENGER,29/09/24 03:02,6,CENTRAL,SOUTH,MEDIUM,73.98,API,0
O01051,C0288,RETAIL,06/06/25 04:56,4,CENTRAL,AIRPORT,LOW,74.57,PHONE,0
O01052,C0429,RETAIL,19/02/25 19:26,6,EAST,SOUTH,LOW,91.5,APP,0
O01053,C0106,PASSENGER,23/10/25 02:30,6,EAST,WEST,LOW,285.05,APP,0
O01054,C0216,RETAIL,19/08/25 14:21,4,SOUTH,AIRPORT,MEDIUM,260.15,WEB,0
O01055,C0621,PARCEL,13/08/25 17:22,6,NORTH,SOUTH,MEDIUM,33.59,WEB,0
O01056,C0203,RETAIL,19/12/24 22:48,4,EAST,AIRPORT,MEDIUM,111.26,PHONE,1
O01057,C0579,PASSENGER,23/03/25 10:11,4,AIRPORT,NORTH,MEDIUM,50.3,APP,0
O01058,C0215,RETAIL,05/08/25 22:01,6,AIRPORT,WEST,LOW,179.11,APP,0
O01059,C0107,BUSINESS,23/11/25 21:49,6,EAST,EAST,MEDIUM,19.55,APP,0
O01060,C0277,PARCEL,13/06/24 12:23,2,WEST,NORTH,LOW,103.55,WEB,0
O01061,C0535,RETAIL,29/04/24 20:49,2,CENTRAL,WEST,MEDIUM,13.17,APP,0
O01062,C0559,MEDICAL,26/10/24 17:41,4,EAST,CENTRAL,MEDIUM,128.73,APP,1
O01063,C0054,RETAIL,27/07/24 20:15,12,EAST,RIVERSIDE,MEDIUM,47.11,APP,1
O01064,C0095,PASSENGER,22/12/25 18:49,12,CENTRAL,AIRPORT,MEDIUM,48.29,APP,1
O01065,C0436,PARCEL,20/07/24 11:49,4,SOUTH,SOUTH,MEDIUM,35.51,WEB,1
O01066,C0084,BUSINESS,11/04/24 20:16,2,EAST,AIRPORT,LOW,54.18,PHONE,1
O01067,C0304,RETAIL,16/06/24 02:38,12,NORTH,WEST,LOW,8.17,API,0
O01068,C0089,PASSENGER,04/10/25 21:56,2,RIVERSIDE,WEST,LOW,53.32,APP,0
O01069,C0219,PASSENGER,25/08/25 01:12,12,CENTRAL,NORTH,HIGH,18.2,APP,1
O01070,C0335,PARCEL,16/01/24 19:34,24,EAST,NORTH,LOW,153.81,PHONE,0
O01071,C0055,RETAIL,26/02/25 23:35,12,SOUTH,EAST,MEDIUM,97.8,APP,0
O01072,C0384,PASSENGER,10/05/24 00:04,6,WEST,NORTH,HIGH,172.79,APP,0
O01073,C0047,PASSENGER,01/05/24 05:05,6,CENTRAL,AIRPORT,MEDIUM,34.23,APP,0
O01074,C0499,PASSENGER,13/12/25 07:00,2,CENTRAL,SOUTH,LOW,51.75,APP,0
O01075,C0260,PASSENGER,26/06/24 07:11,2,EAST,AIRPORT,HIGH,181.2,APP,0
O01076,C0035,BUSINESS,28/09/24 22:50,6,SOUTH,AIRPORT,CRITICAL,46.37,APP,0
O01077,C0021,RETAIL,30/08/24 00:01,4,NORTH,RIVERSIDE,LOW,130.85,APP,0
O01078,C0622,PARCEL,26/04/24 02:59,6,AIRPORT,RIVERSIDE,LOW,91.33,WEB,1
O01079,C0017,PASSENGER,31/03/24 06:09,24,SOUTH,RIVERSIDE,MEDIUM,190.5,APP,0
O01080,C0107,PASSENGER,26/04/25 10:04,1,CENTRAL,NORTH,HIGH,65.57,APP,1
O01081,C0581,MEDICAL,18/06/25 11:20,2,WEST,AIRPORT,CRITICAL,10.07,APP,1
O01082,C0530,MEDICAL,25/10/24 13:47,24,RIVERSIDE,WEST,MEDIUM,43.58,WEB,0
O01083,C0156,RETAIL,05/05/25 08:21,12,EAST,SOUTH,LOW,29.43,PHONE,0
O01084,C0416,PASSENGER,26/02/24 02:16,4,CENTRAL,SOUTH,MEDIUM,64.17,APP,0
O01085,C0051,MEDICAL,15/06/24 08:05,6,CENTRAL,WEST,HIGH,150.85,APP,0
O01086,C0276,PASSENGER,03/05/24 19:03,4,AIRPORT,SOUTH,LOW,140.6,PHONE,0
O01087,C0248,PARCEL,14/12/25 08:08,1,AIRPORT,WEST,LOW,116.34,WEB,0
O01088,C0444,PARCEL,12/02/24 10:32,6,NORTH,WEST,MEDIUM,49.16,WEB,1
O01089,C0035,RETAIL,18/05/25 04:12,2,RIVERSIDE,NORTH,LOW,7.74,PHONE,0
O01090,C0414,MEDICAL,09/11/25 17:51,24,SOUTH,AIRPORT,CRITICAL,58.6,APP,0
O01091,C0471,BUSINESS,22/02/24 04:53,2,RIVERSIDE,AIRPORT,MEDIUM,49.37,APP,0
O01092,C0482,PASSENGER,12/10/25 13:24,6,NORTH,EAST,LOW,97.48,WEB,0
O01093,C0205,RETAIL,29/10/24 22:01,12,RIVERSIDE,WEST,LOW,38.72,APP,1
O01094,C0204,PARCEL,22/08/24 09:51,2,EAST,RIVERSIDE,MEDIUM,208.68,PHONE,0
O01095,C0612,BUSINESS,14/03/24 15:06,6,SOUTH,AIRPORT,HIGH,23.65,WEB,0
O01096,C0036,PASSENGER,03/08/24 18:09,4,NORTH,AIRPORT,MEDIUM,163.56,APP,0
O01097,C0390,RETAIL,14/07/24 22:28,12,AIRPORT,NORTH,LOW,59.58,APP,0
O01098,C0093,RETAIL,24/04/25 07:39,2,NORTH,RIVERSIDE,LOW,17.79,WEB,0
O01099,C0302,RETAIL,04/05/24 21:30,24,EAST,CENTRAL,CRITICAL,35.33,APP,0
O01100,C0239,BUSINESS,08/01/25 13:08,4,AIRPORT,EAST,HIGH,41.49,APP,0
O01101,C0023,PARCEL,14/01/24 06:59,6,RIVERSIDE,NORTH,MEDIUM,38.39,PHONE,1
O01102,C0323,PASSENGER,19/08/25 06:06,4,AIRPORT,WEST,MEDIUM,81.39,API,1
O01103,C0337,PASSENGER,10/11/25 14:15,24,NORTH,EAST,MEDIUM,95.68,APP,0
O01104,C0480,PARCEL,21/09/24 16:27,12,EAST,RIVERSIDE,LOW,55.13,WEB,0
O01105,C0239,BUSINESS,18/06/25 17:21,12,EAST,WEST,MEDIUM,13.4,PHONE,0
O01106,C0175,BUSINESS,28/02/24 00:14,12,EAST,CENTRAL,MEDIUM,22.49,WEB,0
O01107,C0182,BUSINESS,25/01/24 07:32,12,AIRPORT,CENTRAL,MEDIUM,282.35,APP,0
O01108,C0235,PARCEL,24/10/24 06:40,4,NORTH,CENTRAL,CRITICAL,164.37,WEB,0
O01109,C0598,BUSINESS,12/08/25 14:39,2,AIRPORT,RIVERSIDE,LOW,16.12,PHONE,0
O01110,C0232,PASSENGER,15/07/24 05:13,1,SOUTH,AIRPORT,LOW,82.48,APP,0
O01111,C0167,RETAIL,14/11/24 21:57,6,SOUTH,NORTH,LOW,18.03,APP,1
O01112,C0301,BUSINESS,24/09/24 04:10,2,EAST,WEST,CRITICAL,278.14,APP,0
O01113,C0599,PASSENGER,03/04/24 07:29,6,RIVERSIDE,NORTH,HIGH,94.63,WEB,0
O01114,C0278,PASSENGER,13/12/24 22:45,1,RIVERSIDE,EAST,MEDIUM,94.52,APP,0
O01115,C0492,BUSINESS,28/11/25 22:50,1,WEST,CENTRAL,MEDIUM,63.15,WEB,0
O01116,C0556,MEDICAL,13/11/24 12:20,6,EAST,WEST,MEDIUM,61.33,APP,0
O01117,C0296,PARCEL,19/06/25 23:19,6,AIRPORT,EAST,HIGH,59.12,APP,0
O01118,C0106,PASSENGER,26/02/24 19:20,4,WEST,WEST,HIGH,65.93,APP,0
O01119,C0627,MEDICAL,04/01/24 09:03,6,CENTRAL,NORTH,MEDIUM,47.89,PHONE,0
O01120,C0182,MEDICAL,28/11/24 16:15,2,SOUTH,WEST,LOW,62.79,APP,0
O01121,C0078,RETAIL,06/03/24 05:59,12,CENTRAL,SOUTH,HIGH,73.49,APP,0
O01122,C0390,PARCEL,10/06/25 07:29,12,SOUTH,RIVERSIDE,HIGH,131.53,APP,0
O01123,C0274,PARCEL,31/01/24 06:20,24,SOUTH,WEST,HIGH,98.07,APP,1
O01124,C0015,BUSINESS,05/02/24 16:45,4,RIVERSIDE,SOUTH,HIGH,148.02,APP,1
O01125,C0510,PARCEL,17/06/25 11:43,12,WEST,CENTRAL,LOW,47.38,PHONE,0
O01126,C0587,PARCEL,05/02/25 16:19,4,SOUTH,CENTRAL,MEDIUM,15.01,WEB,0
O01127,C0296,RETAIL,17/03/24 03:42,1,RIVERSIDE,CENTRAL,MEDIUM,104.37,WEB,1
O01128,C0588,PASSENGER,03/12/24 19:24,6,WEST,AIRPORT,MEDIUM,12.73,APP,0
O01129,C0292,MEDICAL,23/03/25 15:04,6,NORTH,AIRPORT,LOW,139.29,APP,0
O01130,C0649,BUSINESS,15/09/24 21:32,4,EAST,NORTH,LOW,94.24,APP,0
O01131,C0110,MEDICAL,15/08/24 14:20,4,AIRPORT,NORTH,LOW,150.77,APP,1
O01132,C0588,BUSINESS,05/03/25 22:26,2,SOUTH,RIVERSIDE,LOW,81.66,APP,0
O01133,C0318,PARCEL,23/12/25 11:34,24,EAST,WEST,MEDIUM,8.61,PHONE,0
O01134,C0248,RETAIL,04/02/25 23:59,4,CENTRAL,SOUTH,LOW,87.01,APP,0
O01135,C0505,PARCEL,18/11/24 19:03,4,WEST,WEST,HIGH,103.41,WEB,0
O01136,C0529,RETAIL,17/04/24 14:05,1,CENTRAL,NORTH,LOW,123.74,UNKNOWN,1
O01137,C0213,PASSENGER,14/10/25 08:08,2,SOUTH,CENTRAL,MEDIUM,101.93,APP,1
O01138,C0409,PARCEL,02/08/24 17:08,2,AIRPORT,SOUTH,MEDIUM,41.05,APP,0
O01139,C0474,MEDICAL,03/05/24 14:43,6,EAST,EAST,MEDIUM,87.44,APP,0
O01140,C0244,PASSENGER,26/09/25 01:19,6,EAST,SOUTH,LOW,97.23,APP,0
O01141,C0630,BUSINESS,11/04/25 02:54,4,EAST,NORTH,LOW,36.73,APP,1
O01142,C0136,RETAIL,11/07/25 10:27,24,EAST,WEST,HIGH,91.95,APP,0
O01143,C0467,RETAIL,16/06/25 02:09,2,RIVERSIDE,EAST,LOW,217.11,PHONE,0
O01144,C0571,PASSENGER,02/07/25 22:06,4,RIVERSIDE,SOUTH,MEDIUM,17.71,APP,1
O01145,C0548,PASSENGER,22/02/24 01:18,24,EAST,NORTH,MEDIUM,301.38,APP,0
O01146,C0118,BUSINESS,17/11/25 04:33,6,SOUTH,EAST,HIGH,61.63,PHONE,0
O01147,C0165,RETAIL,19/04/24 22:04,2,SOUTH,SOUTH,LOW,149.49,APP,0
O01148,C0606,PASSENGER,19/11/24 05:52,24,CENTRAL,RIVERSIDE,MEDIUM,122.59,APP,0
O01149,C0246,BUSINESS,28/06/25 19:53,24,RIVERSIDE,AIRPORT,LOW,34.67,APP,0
O01150,C0270,PASSENGER,20/02/25 05:15,1,NORTH,WEST,LOW,144.76,PHONE,0
O01151,C0100,RETAIL,26/06/24 12:48,12,SOUTH,NORTH,MEDIUM,94.09,APP,0
O01152,C0247,PASSENGER,03/12/25 22:21,24,RIVERSIDE,WEST,HIGH,192.23,APP,0
O01153,C0004,BUSINESS,01/06/25 03:57,2,CENTRAL,AIRPORT,HIGH,59.44,APP,0
O01154,C0588,MEDICAL,09/05/24 14:35,12,SOUTH,SOUTH,LOW,25.19,PHONE,0
O01155,C0021,PARCEL,29/04/24 02:16,4,AIRPORT,EAST,LOW,56.45,WEB,0
O01156,C0430,PASSENGER,30/01/25 15:14,12,SOUTH,WEST,MEDIUM,47.0,APP,0
O01157,C0012,PARCEL,07/08/24 19:51,1,RIVERSIDE,EAST,HIGH,123.37,WEB,0
O01158,C0075,PARCEL,22/10/24 14:25,24,NORTH,WEST,MEDIUM,40.06,PHONE,0
O01159,C0069,PASSENGER,25/07/24 23:50,24,WEST,NORTH,LOW,47.65,PHONE,1
O01160,C0548,PARCEL,05/12/24 23:12,4,RIVERSIDE,AIRPORT,HIGH,171.67,APP,0
O01161,C0359,PASSENGER,17/05/25 03:55,4,RIVERSIDE,NORTH,HIGH,32.02,APP,0
O01162,C0261,PASSENGER,06/09/25 10:51,2,RIVERSIDE,EAST,MEDIUM,89.31,API,0
O01163,C0399,PARCEL,09/10/24 00:16,4,NORTH,EAST,LOW,13.49,APP,1
O01164,C0530,PARCEL,06/09/25 15:52,4,RIVERSIDE,WEST,HIGH,197.5,APP,0
O01165,C0478,PASSENGER,13/12/25 04:54,6,EAST,WEST,LOW,118.02,PHONE,0
O01166,C0053,PARCEL,22/09/25 10:20,4,WEST,NORTH,MEDIUM,57.89,WEB,1
O01167,C0336,PARCEL,25/06/24 23:47,6,CENTRAL,EAST,LOW,103.78,APP,0
O01168,C0575,PASSENGER,15/12/24 21:12,12,AIRPORT,CENTRAL,MEDIUM,30.78,WEB,1
O01169,C0158,PARCEL,11/06/25 13:03,4,AIRPORT,EAST,MEDIUM,145.59,WEB,0
O01170,C0321,PASSENGER,01/01/24 07:36,6,CENTRAL,WEST,LOW,104.64,WEB,0
O01171,C0508,PASSENGER,18/12/24 00:50,6,RIVERSIDE,CENTRAL,MEDIUM,52.73,WEB,0
O01172,C0383,MEDICAL,17/09/24 19:02,4,NORTH,RIVERSIDE,MEDIUM,111.98,PHONE,0
O01173,C0194,PASSENGER,02/08/24 10:14,6,NORTH,AIRPORT,MEDIUM,41.11,PHONE,0
O01174,C0605,PASSENGER,21/11/24 08:23,6,RIVERSIDE,AIRPORT,CRITICAL,104.71,WEB,0
O01175,C0623,RETAIL,11/04/24 11:39,24,WEST,AIRPORT,LOW,63.42,WEB,0
O01176,C0461,PARCEL,27/12/24 12:24,6,NORTH,RIVERSIDE,HIGH,93.51,APP,1
O01177,C0611,PARCEL,17/10/24 03:14,12,CENTRAL,SOUTH,HIGH,63.29,APP,0
O01178,C0362,MEDICAL,13/01/24 21:26,4,WEST,RIVERSIDE,CRITICAL,2.04,WEB,0
O01179,C0207,PASSENGER,13/10/25 18:48,6,RIVERSIDE,CENTRAL,HIGH,64.87,APP,0
O01180,C0197,PASSENGER,09/07/24 20:51,2,AIRPORT,CENTRAL,HIGH,109.31,WEB,1
O01181,C0346,RETAIL,23/02/24 23:10,6,WEST,EAST,HIGH,95.57,APP,0
O01182,C0256,PASSENGER,06/03/24 09:16,6,AIRPORT,NORTH,HIGH,128.45,APP,0
O01183,C0351,RETAIL,31/05/25 20:20,2,WEST,CENTRAL,MEDIUM,53.74,APP,0
O01184,C0253,BUSINESS,24/01/25 13:53,12,RIVERSIDE,WEST,MEDIUM,25.61,WEB,0
O01185,C0591,PARCEL,11/10/24 04:15,12,AIRPORT,RIVERSIDE,MEDIUM,59.09,APP,0
O01186,C0184,MEDICAL,07/06/25 22:21,1,RIVERSIDE,WEST,MEDIUM,96.23,WEB,0
O01187,C0451,MEDICAL,17/11/25 01:22,1,NORTH,AIRPORT,LOW,53.13,APP,0
O01188,C0291,PARCEL,25/06/24 10:56,1,CENTRAL,WEST,CRITICAL,83.85,PHONE,0
O01189,C0353,PARCEL,22/05/24 23:55,6,AIRPORT,RIVERSIDE,LOW,129.6,WEB,0
O01190,C0168,PARCEL,24/11/25 17:41,4,EAST,CENTRAL,HIGH,34.37,APP,0
O01191,C0258,BUSINESS,19/02/24 17:29,2,EAST,NORTH,LOW,91.82,APP,0
O01192,C0200,BUSINESS,13/12/24 15:50,2,AIRPORT,CENTRAL,MEDIUM,79.83,WEB,0
O01193,C0519,MEDICAL,17/04/25 23:55,6,EAST,CENTRAL,MEDIUM,11.71,API,0
O01194,C0229,PASSENGER,08/07/24 23:21,2,SOUTH,AIRPORT,MEDIUM,88.17,APP,1
O01195,C0529,RETAIL,01/04/25 07:04,2,AIRPORT,CENTRAL,MEDIUM,94.26,PHONE,0
O01196,C0109,PARCEL,04/12/24 03:20,4,SOUTH,EAST,LOW,79.58,PHONE,0
O01197,C0359,RETAIL,27/01/24 00:14,24,CENTRAL,AIRPORT,MEDIUM,63.08,APP,0
O01198,C0013,RETAIL,13/01/25 02:39,6,NORTH,EAST,HIGH,36.61,APP,0
O01199,C0225,BUSINESS,03/10/24 15:47,1,CENTRAL,WEST,MEDIUM,119.36,APP,0
O01200,C0433,PASSENGER,23/02/24 06:55,6,RIVERSIDE,RIVERSIDE,LOW,68.78,WEB,0
O01201,C0650,PARCEL,18/04/25 20:25,12,RIVERSIDE,NORTH,MEDIUM,80.58,APP,0
O01202,C0459,RETAIL,14/11/24 15:24,6,EAST,NORTH,MEDIUM,65.73,PHONE,0
O01203,C0445,PARCEL,13/11/24 20:40,24,WEST,RIVERSIDE,MEDIUM,141.68,WEB,0
O01204,C0498,PASSENGER,13/08/25 15:20,1,EAST,CENTRAL,CRITICAL,162.33,APP,0
O01205,C0559,PARCEL,19/12/24 23:53,4,WEST,NORTH,LOW,65.7,WEB,0
O01206,C0236,MEDICAL,15/11/24 23:55,4,CENTRAL,RIVERSIDE,HIGH,142.54,WEB,0
O01207,C0197,BUSINESS,26/12/24 18:58,6,CENTRAL,RIVERSIDE,MEDIUM,321.68,APP,0
O01208,C0098,MEDICAL,18/04/24 19:37,12,RIVERSIDE,SOUTH,MEDIUM,116.78,PHONE,1
O01209,C0182,PARCEL,14/06/25 02:30,2,RIVERSIDE,CENTRAL,MEDIUM,12.79,APP,0
O01210,C0581,MEDICAL,04/01/25 13:00,2,RIVERSIDE,RIVERSIDE,MEDIUM,198.15,APP,0
O01211,C0345,MEDICAL,11/12/25 07:13,24,SOUTH,SOUTH,MEDIUM,17.36,API,0
O01212,C0262,PARCEL,08/01/24 11:34,2,WEST,SOUTH,LOW,45.3,API,1
O01213,C0502,RETAIL,01/06/25 21:44,12,SOUTH,RIVERSIDE,HIGH,90.58,APP,0
O01214,C0386,MEDICAL,05/07/24 20:58,4,CENTRAL,NORTH,HIGH,17.33,PHONE,1
O01215,C0054,BUSINESS,08/05/25 01:29,12,NORTH,AIRPORT,MEDIUM,205.06,APP,0
O01216,C0382,PASSENGER,28/08/25 18:27,6,WEST,AIRPORT,LOW,37.65,UNKNOWN,1
O01217,C0263,PASSENGER,25/01/24 22:08,12,CENTRAL,SOUTH,HIGH,121.06,PHONE,0
O01218,C0065,RETAIL,15/03/25 02:11,4,AIRPORT,NORTH,MEDIUM,101.68,PHONE,0
O01219,C0164,PASSENGER,20/06/25 09:52,4,NORTH,RIVERSIDE,HIGH,81.91,API,0
O01220,C0006,PASSENGER,06/11/25 23:22,6,WEST,AIRPORT,HIGH,76.75,PHONE,0
O01221,C0243,PASSENGER,13/04/24 07:50,4,EAST,CENTRAL,MEDIUM,183.7,APP,0
O01222,C0361,RETAIL,09/10/25 01:14,12,NORTH,EAST,CRITICAL,105.79,PHONE,0
O01223,C0522,PARCEL,01/10/25 23:27,12,EAST,RIVERSIDE,MEDIUM,97.73,WEB,0
O01224,C0296,PASSENGER,06/10/24 12:40,4,RIVERSIDE,CENTRAL,LOW,136.16,APP,0
O01225,C0074,PARCEL,27/12/25 02:59,24,NORTH,CENTRAL,HIGH,165.46,APP,1
O01226,C0140,PASSENGER,03/02/25 06:20,6,SOUTH,SOUTH,MEDIUM,131.87,APP,0
O01227,C0282,MEDICAL,11/05/24 10:32,2,CENTRAL,NORTH,HIGH,95.27,PHONE,0
O01228,C0431,RETAIL,07/10/24 15:34,6,WEST,NORTH,LOW,110.84,WEB,0
O01229,C0399,PASSENGER,27/05/25 00:42,1,EAST,RIVERSIDE,MEDIUM,84.74,PHONE,0
O01230,C0564,PARCEL,26/05/24 19:24,1,CENTRAL,NORTH,HIGH,86.63,APP,0
O01231,C0305,MEDICAL,28/07/25 05:11,6,AIRPORT,EAST,MEDIUM,45.16,APP,1
O01232,C0189,PASSENGER,18/01/24 20:35,6,WEST,EAST,MEDIUM,55.4,APP,1
O01233,C0520,RETAIL,25/04/24 18:23,4,WEST,SOUTH,HIGH,51.7,PHONE,0
O01234,C0163,PARCEL,24/02/24 01:13,2,WEST,NORTH,MEDIUM,119.86,PHONE,1
O01235,C0636,MEDICAL,06/01/25 00:57,1,NORTH,RIVERSIDE,LOW,67.31,PHONE,0
O01236,C0543,BUSINESS,29/05/25 22:57,12,SOUTH,AIRPORT,LOW,156.71,APP,0
O01237,C0357,PARCEL,30/12/25 06:32,12,CENTRAL,EAST,HIGH,195.64,APP,0
O01238,C0318,PASSENGER,18/04/25 04:35,12,SOUTH,NORTH,MEDIUM,79.85,APP,0
O01239,C0392,RETAIL,08/06/24 04:09,2,SOUTH,WEST,MEDIUM,57.51,WEB,0
O01240,C0649,PASSENGER,10/08/25 14:51,2,EAST,EAST,HIGH,178.86,PHONE,0
O01241,C0537,PASSENGER,02/01/24 13:08,2,AIRPORT,SOUTH,HIGH,51.66,WEB,0
O01242,C0550,BUSINESS,09/08/25 22:16,1,CENTRAL,RIVERSIDE,LOW,284.98,APP,0
O01243,C0428,RETAIL,09/10/25 08:14,12,EAST,CENTRAL,MEDIUM,113.08,WEB,1
O01244,C0279,PASSENGER,03/06/25 06:32,24,AIRPORT,NORTH,HIGH,58.93,PHONE,0
O01245,C0237,RETAIL,10/05/25 14:03,2,AIRPORT,AIRPORT,HIGH,24.93,APP,1
O01246,C0198,BUSINESS,04/04/24 00:51,4,AIRPORT,NORTH,MEDIUM,60.45,APP,0
O01247,C0397,PARCEL,14/12/24 22:10,4,CENTRAL,RIVERSIDE,LOW,23.58,WEB,0
O01248,C0517,RETAIL,30/08/24 17:16,24,SOUTH,RIVERSIDE,MEDIUM,28.17,APP,0
O01249,C0572,MEDICAL,25/08/24 16:52,1,CENTRAL,RIVERSIDE,HIGH,188.73,WEB,0
O01250,C0180,RETAIL,28/06/24 07:38,1,NORTH,EAST,HIGH,128.53,APP,0
